"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
14641;"Male";119;1;29;0;"1-2 Year";"Yes";94135;26;196;0
14642;"Female";24;1;28;0;"< 1 Year";"Yes";2630;152;165;0
14643;"Male";45;1;28;0;"1-2 Year";"Yes";54349;122;75;0
14644;"Female";22;1;7;1;"< 1 Year";"No";44808;160;233;0
14645;"Male";46;1;39;1;"1-2 Year";"No";45894;26;98;0
14646;"Female";28;1;28;0;"1-2 Year";"Yes";2630;156;168;0
14647;"Male";61;1;46;1;"1-2 Year";"No";29127;124;77;0
14648;"Female";76;1;13;1;"< 1 Year";"No";30235;152;234;0
14649;"Female";46;1;31;0;"1-2 Year";"Yes";2630;26;32;0
14650;"Male";23;1;41;1;"< 1 Year";"No";31859;152;240;0
14651;"Male";34;1;15;0;"1-2 Year";"Yes";2630;156;263;1
14652;"Male";49;1;28;0;"1-2 Year";"Yes";2630;26;77;1
14653;"Male";34;1;44;1;"1-2 Year";"No";24945;152;210;0
14654;"Male";68;1;28;1;"1-2 Year";"No";35343;55;68;0
14655;"Male";21;1;28;1;"< 1 Year";"No";20626;152;141;0
14656;"Male";26;1;15;0;"< 1 Year";"Yes";34282;152;53;1
14657;"Male";53;1;28;0;"1-2 Year";"Yes";50347;26;209;1
14658;"Female";36;1;43;0;"1-2 Year";"Yes";31206;124;109;1
14659;"Female";74;1;34;1;"< 1 Year";"No";27772;152;147;0
14660;"Female";23;0;37;0;"< 1 Year";"No";32427;152;47;0
14661;"Female";58;1;27;1;"1-2 Year";"No";30122;124;287;0
14662;"Female";39;1;28;0;"1-2 Year";"Yes";37090;26;71;0
14663;"Female";21;1;36;0;"< 1 Year";"No";30675;152;58;0
14664;"Male";26;1;33;1;"< 1 Year";"No";43297;152;259;0
14665;"Male";52;1;9;0;"1-2 Year";"Yes";30654;124;67;0
14666;"Male";46;1;28;0;"1-2 Year";"Yes";29390;122;236;1
14667;"Female";23;1;46;0;"< 1 Year";"No";2630;152;159;0
14668;"Female";45;1;46;0;"1-2 Year";"Yes";35816;91;127;1
14669;"Male";32;1;37;1;"< 1 Year";"No";33200;152;270;0
14670;"Male";70;1;3;1;"1-2 Year";"No";59109;26;256;0
14671;"Male";112;1;29;0;"1-2 Year";"Yes";23389;124;208;0
14672;"Male";25;1;20;1;"1-2 Year";"Yes";2630;124;292;0
14673;"Female";22;1;30;1;"< 1 Year";"No";36793;152;52;0
14674;"Male";22;1;32;0;"< 1 Year";"Yes";2630;163;124;1
14675;"Male";62;1;46;1;"1-2 Year";"No";24247;11;82;0
14676;"Male";40;1;49;0;"1-2 Year";"Yes";25896;124;257;1
14677;"Female";72;1;32;1;"< 1 Year";"No";30313;152;137;0
14678;"Female";24;1;14;1;"< 1 Year";"No";33180;152;69;0
14679;"Male";42;1;28;0;"1-2 Year";"Yes";37989;26;12;1
14680;"Female";48;1;35;1;"1-2 Year";"Yes";21511;163;267;0
14681;"Male";31;1;12;0;"< 1 Year";"Yes";2630;156;95;0
14682;"Male";56;1;28;0;"1-2 Year";"No";49323;26;86;0
14683;"Male";62;1;8;0;"1-2 Year";"Yes";43332;26;101;0
14684;"Male";47;1;8;0;"1-2 Year";"Yes";43489;124;287;1
14685;"Female";23;1;35;1;"< 1 Year";"No";37840;152;215;0
14686;"Male";36;1;5;0;"1-2 Year";"Yes";2630;156;291;1
14687;"Male";41;1;8;0;"1-2 Year";"Yes";34364;124;3348;0
14688;"Male";35;1;15;0;"1-2 Year";"No";32445;124;360;1
14689;"Male";26;1;6;1;"< 1 Year";"No";27192;152;160;0
14690;"Female";62;1;28;0;"1-2 Year";"Yes";33184;124;3396;1
14691;"Male";61;1;4;0;"1-2 Year";"Yes";32831;124;34;0
14692;"Female";46;1;39;0;"1-2 Year";"Yes";2630;124;296;0
14693;"Male";29;1;41;1;"< 1 Year";"No";22526;152;110;0
14694;"Female";56;0;28;0;"1-2 Year";"No";2630;124;188;0
14695;"Female";99;1;15;0;"> 2 Years";"Yes";30883;124;216;1
14696;"Female";36;1;28;0;"1-2 Year";"Yes";31952;124;49;1
14697;"Female";52;1;47;0;"1-2 Year";"No";28997;152;259;0
14698;"Male";21;1;8;0;"< 1 Year";"Yes";2630;154;149;1
14699;"Male";21;1;42;0;"< 1 Year";"Yes";33379;160;150;0
14700;"Female";47;1;28;0;"1-2 Year";"Yes";44019;26;199;0
14701;"Male";26;1;24;1;"< 1 Year";"No";24999;152;148;0
14702;"Female";37;1;41;0;"1-2 Year";"Yes";2630;12;138;1
14703;"Female";25;1;3;1;"< 1 Year";"No";24372;152;166;0
14704;"Female";23;1;37;1;"< 1 Year";"No";38121;151;106;0
14705;"Female";26;1;6;1;"< 1 Year";"Yes";23260;152;171;0
14706;"Female";21;1;15;0;"< 1 Year";"Yes";28270;152;25;0
14707;"Male";48;1;28;0;"1-2 Year";"No";50340;13;18;0
14708;"Male";38;1;28;0;"1-2 Year";"Yes";30701;26;2299;1
14709;"Male";43;0;48;0;"1-2 Year";"No";2630;52;55;0
14710;"Male";65;1;28;0;"1-2 Year";"Yes";42573;13;125;1
14711;"Female";24;1;35;0;"< 1 Year";"Yes";55132;152;83;0
14712;"Male";25;1;8;0;"< 1 Year";"Yes";42314;152;70;0
14713;"Female";24;1;41;1;"< 1 Year";"No";22251;152;193;0
14714;"Female";21;1;35;0;"< 1 Year";"Yes";42058;160;95;0
14715;"Male";26;1;28;1;"< 1 Year";"No";50661;152;206;0
14716;"Female";26;1;36;1;"< 1 Year";"No";28843;152;146;0
14717;"Female";43;1;41;0;"1-2 Year";"Yes";37297;124;73;1
14718;"Female";39;1;39;0;"1-2 Year";"Yes";44659;124;138;0
14719;"Male";29;1;3;1;"< 1 Year";"No";44785;152;282;0
14720;"Female";22;1;12;1;"< 1 Year";"No";28376;152;61;0
14721;"Female";27;1;28;1;"< 1 Year";"No";44113;152;144;0
14722;"Female";23;1;6;1;"< 1 Year";"No";23844;26;267;0
14723;"Male";45;1;31;0;"1-2 Year";"Yes";2630;26;195;1
14724;"Male";30;1;4;1;"< 1 Year";"No";22705;152;208;0
14725;"Male";65;1;3;0;"1-2 Year";"Yes";18175;26;158;1
14726;"Male";44;1;28;0;"1-2 Year";"Yes";44616;124;296;1
14727;"Female";34;1;28;0;"1-2 Year";"Yes";31988;154;235;0
14728;"Female";49;1;50;0;"1-2 Year";"Yes";22410;31;2567;1
14729;"Male";21;1;27;1;"< 1 Year";"No";29964;152;252;0
14730;"Female";22;1;15;1;"< 1 Year";"No";22751;160;944;0
14731;"Female";21;1;8;0;"< 1 Year";"Yes";36608;160;145;0
14732;"Female";24;1;37;1;"< 1 Year";"No";28529;152;214;0
14733;"Female";24;1;8;0;"< 1 Year";"Yes";38958;152;222;1
14734;"Male";68;1;28;0;"> 2 Years";"Yes";44131;124;22;0
14735;"Female";21;1;50;0;"< 1 Year";"Yes";33590;160;168;1
14736;"Male";57;1;28;0;"1-2 Year";"Yes";48583;124;80;0
14737;"Female";36;1;28;1;"1-2 Year";"No";122700;26;245;0
14738;"Female";49;1;28;0;"1-2 Year";"Yes";38811;26;261;1
14739;"Female";80;1;28;1;"< 1 Year";"No";33594;152;67;0
14740;"Male";59;1;14;1;"1-2 Year";"No";2630;152;294;0
14741;"Male";64;1;28;0;"1-2 Year";"Yes";2630;26;215;0
14742;"Female";119;1;10;0;"> 2 Years";"Yes";30865;122;74;0
14743;"Female";23;1;30;1;"< 1 Year";"No";27376;152;174;0
14744;"Male";30;1;8;0;"< 1 Year";"Yes";31138;160;260;0
14745;"Male";35;1;37;0;"1-2 Year";"No";35166;26;229;0
14746;"Male";37;0;8;0;"1-2 Year";"No";39564;156;129;0
14747;"Male";21;1;34;0;"< 1 Year";"Yes";36348;152;130;1
14748;"Male";52;1;28;0;"1-2 Year";"Yes";33278;124;89;0
14749;"Female";66;1;33;0;"1-2 Year";"Yes";2630;124;133;0
14750;"Female";23;1;9;0;"< 1 Year";"Yes";2630;152;152;0
14751;"Male";24;1;8;0;"< 1 Year";"Yes";92181;152;181;1
14752;"Female";44;1;28;0;"1-2 Year";"Yes";38255;26;212;0
14753;"Female";44;1;46;0;"1-2 Year";"Yes";28170;124;255;1
14754;"Female";28;1;18;0;"< 1 Year";"Yes";46294;152;177;0
14755;"Female";52;1;41;0;"1-2 Year";"Yes";34873;31;89;0
14756;"Male";94;1;47;0;"> 2 Years";"Yes";2630;26;298;0
14757;"Female";48;1;8;1;"1-2 Year";"No";36603;26;117;0
14758;"Female";42;1;28;0;"> 2 Years";"Yes";45970;26;218;1
14759;"Male";29;1;9;1;"< 1 Year";"No";28005;152;119;0
14760;"Male";61;1;47;0;"> 2 Years";"Yes";25315;26;292;0
14761;"Female";45;1;31;1;"1-2 Year";"No";2630;124;193;0
14762;"Male";46;1;33;1;"1-2 Year";"No";32693;124;172;0
14763;"Female";32;1;28;0;"1-2 Year";"Yes";30320;124;245;0
14764;"Female";23;1;46;1;"< 1 Year";"No";23352;152;192;0
14765;"Male";60;1;8;0;"> 2 Years";"Yes";45562;26;45;1
14766;"Male";22;1;18;0;"< 1 Year";"Yes";41651;152;213;1
14767;"Female";43;0;15;0;"1-2 Year";"No";33522;25;14;0
14768;"Female";37;1;8;0;"1-2 Year";"Yes";38865;4;97;1
14769;"Female";80;1;28;0;"1-2 Year";"No";51558;26;177;0
14770;"Female";46;1;39;1;"1-2 Year";"No";56500;26;11;0
14771;"Male";49;1;11;0;"1-2 Year";"Yes";24496;26;222;0
14772;"Female";51;1;28;0;"1-2 Year";"Yes";38034;124;87;0
14773;"Male";92;1;8;0;"1-2 Year";"Yes";28699;30;140;1
14774;"Male";48;1;28;0;"1-2 Year";"Yes";28073;158;238;1
14775;"Female";41;0;46;0;"1-2 Year";"No";2630;26;247;0
14776;"Female";23;1;46;1;"< 1 Year";"No";26379;152;85;0
14777;"Male";52;1;46;0;"< 1 Year";"Yes";41628;26;99;1
14778;"Female";24;1;3;1;"< 1 Year";"No";30725;152;138;0
14779;"Male";50;0;28;0;"1-2 Year";"No";46916;26;187;0
14780;"Female";73;1;28;0;"< 1 Year";"Yes";33202;124;139;0
14781;"Female";23;1;30;1;"< 1 Year";"No";25102;152;263;0
14782;"Female";25;1;11;1;"< 1 Year";"No";32501;152;17;0
14783;"Male";43;1;28;0;"1-2 Year";"Yes";36315;26;231;1
14784;"Female";26;1;34;1;"< 1 Year";"No";30905;152;42;0
14785;"Male";41;1;28;1;"1-2 Year";"No";45508;26;206;0
14786;"Male";43;1;28;0;"1-2 Year";"Yes";28608;4;297;0
14787;"Male";46;0;28;0;"1-2 Year";"No";44536;26;17;0
14788;"Female";51;1;35;0;"1-2 Year";"Yes";25283;124;215;1
14789;"Female";28;1;35;0;"< 1 Year";"Yes";30489;26;292;1
14790;"Male";49;1;28;0;"1-2 Year";"Yes";42496;26;202;1
14791;"Female";26;1;5;0;"< 1 Year";"Yes";40278;26;176;0
14792;"Female";57;1;28;1;"1-2 Year";"No";35528;26;269;0
14793;"Female";21;1;8;0;"< 1 Year";"Yes";29503;152;296;0
14794;"Female";77;1;48;1;"1-2 Year";"No";2630;15;49;0
14795;"Male";39;1;28;0;"1-2 Year";"Yes";28924;124;285;1
14796;"Male";60;1;9;0;"1-2 Year";"Yes";41587;26;42;1
14797;"Male";60;1;30;0;"> 2 Years";"Yes";23471;26;221;1
14798;"Female";40;1;50;0;"1-2 Year";"Yes";38483;124;148;1
14799;"Female";42;1;46;0;"1-2 Year";"Yes";2630;124;173;1
14800;"Male";56;1;13;1;"1-2 Year";"No";28719;26;52;0
14801;"Female";34;1;8;0;"1-2 Year";"Yes";36078;124;110;1
14802;"Female";37;1;45;1;"1-2 Year";"No";28800;108;71;0
14803;"Female";23;1;37;1;"< 1 Year";"No";2630;152;178;0
14804;"Male";31;1;28;1;"< 1 Year";"No";44462;152;88;0
14805;"Male";26;1;27;0;"< 1 Year";"Yes";41381;152;68;0
14806;"Female";45;1;30;0;"1-2 Year";"Yes";38428;140;278;1
14807;"Female";49;1;28;0;"1-2 Year";"Yes";59932;124;195;0
14808;"Female";24;1;41;1;"< 1 Year";"No";2630;152;228;0
14809;"Female";54;1;28;0;"1-2 Year";"Yes";39885;26;16;1
14810;"Male";44;0;11;0;"1-2 Year";"No";19592;26;259;0
14811;"Male";40;1;41;1;"1-2 Year";"No";26860;124;52;0
14812;"Female";54;1;28;0;"1-2 Year";"Yes";37731;124;279;0
14813;"Male";33;0;9;0;"1-2 Year";"No";2630;156;180;0
14814;"Female";36;1;33;1;"1-2 Year";"No";19126;152;226;0
14815;"Male";65;1;37;0;"> 2 Years";"Yes";42282;128;84;0
14816;"Male";41;1;39;0;"1-2 Year";"Yes";2630;157;444;1
14817;"Male";40;1;28;0;"> 2 Years";"Yes";63592;124;70;1
14818;"Male";53;0;14;0;"1-2 Year";"No";40417;157;199;0
14819;"Female";52;1;28;0;"1-2 Year";"Yes";40662;26;99;0
14820;"Female";47;1;28;0;"1-2 Year";"Yes";28401;124;205;0
14821;"Male";22;1;8;0;"< 1 Year";"Yes";32606;163;287;0
14822;"Male";77;1;41;0;"1-2 Year";"Yes";55839;26;172;0
14823;"Male";20;1;46;0;"< 1 Year";"Yes";23535;160;166;0
14824;"Female";24;1;38;0;"< 1 Year";"Yes";2630;156;148;0
14825;"Female";64;1;28;0;"1-2 Year";"Yes";57406;122;225;1
14826;"Female";47;1;46;0;"1-2 Year";"Yes";30381;124;3942;1
14827;"Male";61;0;46;0;"1-2 Year";"No";2630;156;74;0
14828;"Female";53;1;28;0;"1-2 Year";"Yes";54495;26;45;1
14829;"Male";24;1;8;1;"< 1 Year";"No";34428;152;211;0
14830;"Male";52;1;30;0;"1-2 Year";"Yes";30368;124;39;0
14831;"Female";26;1;50;1;"< 1 Year";"No";2630;152;116;0
14832;"Male";28;1;30;1;"< 1 Year";"No";26162;152;3961;0
14833;"Female";40;1;28;0;"1-2 Year";"Yes";2630;125;205;0
14834;"Female";23;1;28;0;"< 1 Year";"Yes";46429;152;178;0
14835;"Male";21;1;30;1;"< 1 Year";"No";37781;152;3648;0
14836;"Female";22;1;16;0;"< 1 Year";"No";25781;152;181;0
14837;"Male";35;1;1;0;"1-2 Year";"Yes";2630;156;207;0
14838;"Female";55;1;38;0;"1-2 Year";"Yes";42276;124;232;0
14839;"Male";30;1;46;1;"< 1 Year";"No";25592;152;3961;0
14840;"Female";28;1;2;0;"1-2 Year";"Yes";32146;157;163;1
14841;"Female";38;1;28;0;"1-2 Year";"Yes";28887;124;77;1
14842;"Male";63;1;48;0;"1-2 Year";"Yes";2630;124;288;0
14843;"Male";24;1;13;1;"< 1 Year";"Yes";24493;152;30;0
14844;"Female";24;1;41;1;"< 1 Year";"No";30184;152;105;0
14845;"Female";23;1;37;0;"< 1 Year";"Yes";32107;151;260;0
14846;"Male";49;1;7;0;"1-2 Year";"Yes";2630;163;164;0
14847;"Male";53;1;35;0;"1-2 Year";"Yes";38072;122;59;0
14848;"Male";68;1;23;1;"1-2 Year";"No";32869;26;276;0
14849;"Female";91;1;28;0;"< 1 Year";"Yes";58845;26;188;1
14850;"Male";41;0;14;0;"1-2 Year";"No";25747;26;215;0
14851;"Female";35;1;29;1;"1-2 Year";"No";2630;152;124;0
14852;"Female";71;1;28;0;"> 2 Years";"Yes";30996;124;100;1
14853;"Male";51;1;28;0;"1-2 Year";"No";53025;26;177;0
14854;"Female";28;1;18;1;"< 1 Year";"No";21758;152;69;0
14855;"Male";20;1;33;0;"< 1 Year";"Yes";2630;163;197;0
14856;"Male";37;1;43;0;"1-2 Year";"Yes";26495;124;2520;1
14857;"Male";50;1;32;0;"1-2 Year";"Yes";2630;124;195;1
14858;"Male";42;1;28;1;"1-2 Year";"No";46064;26;292;0
14859;"Female";58;1;28;0;"1-2 Year";"Yes";57139;26;142;0
14860;"Female";49;1;28;0;"1-2 Year";"Yes";33254;26;115;0
14861;"Female";21;1;4;0;"1-2 Year";"Yes";2630;156;41;1
14862;"Male";80;1;47;0;"< 1 Year";"Yes";45720;122;55;0
14863;"Female";58;1;26;1;"1-2 Year";"No";37687;22;98;0
14864;"Female";23;1;30;0;"< 1 Year";"Yes";2630;160;107;1
14865;"Male";76;1;10;0;"< 1 Year";"Yes";22746;160;295;0
14866;"Female";26;1;46;1;"< 1 Year";"No";2630;152;21;0
14867;"Female";23;1;4;1;"< 1 Year";"No";28748;152;155;0
14868;"Male";23;1;22;1;"< 1 Year";"No";29183;152;17;0
14869;"Female";45;1;28;1;"1-2 Year";"No";33169;124;81;0
14870;"Male";44;0;28;0;"1-2 Year";"No";40214;26;117;0
14871;"Male";21;1;32;0;"< 1 Year";"Yes";30693;152;119;0
14872;"Female";31;1;50;1;"< 1 Year";"No";28046;152;152;0
14873;"Male";22;1;36;0;"< 1 Year";"Yes";28701;152;220;0
14874;"Male";30;1;28;0;"< 1 Year";"Yes";34301;124;170;1
14875;"Female";22;1;36;1;"< 1 Year";"No";2630;152;57;0
14876;"Male";23;1;7;0;"< 1 Year";"Yes";38598;152;99;0
14877;"Female";22;1;33;1;"< 1 Year";"No";38217;152;43;0
14878;"Female";53;1;41;0;"> 2 Years";"Yes";46135;124;245;0
14879;"Female";44;1;46;0;"> 2 Years";"Yes";52285;26;165;0
14880;"Male";25;1;41;1;"< 1 Year";"No";66329;152;37;0
14881;"Female";23;1;30;1;"< 1 Year";"No";33319;152;129;0
14882;"Male";56;1;3;0;"1-2 Year";"Yes";38463;26;103;1
14883;"Male";25;1;28;1;"< 1 Year";"No";50922;152;12;0
14884;"Male";46;0;32;0;"1-2 Year";"No";2630;163;267;0
14885;"Male";49;1;28;0;"1-2 Year";"Yes";41249;124;77;1
14886;"Female";24;1;8;1;"< 1 Year";"No";41104;152;200;0
14887;"Male";56;1;50;0;"1-2 Year";"Yes";37317;26;3120;0
14888;"Male";29;1;18;0;"< 1 Year";"Yes";2630;124;147;1
14889;"Female";43;0;28;0;"1-2 Year";"No";70106;26;237;0
14890;"Male";75;1;28;0;"1-2 Year";"No";40773;24;100;0
14891;"Male";69;1;28;1;"1-2 Year";"No";48970;24;185;0
14892;"Male";49;1;35;0;"1-2 Year";"Yes";36738;26;250;0
14893;"Male";40;1;21;0;"1-2 Year";"Yes";27687;124;132;1
14894;"Male";51;1;8;0;"1-2 Year";"No";35772;26;211;0
14895;"Male";38;1;50;1;"1-2 Year";"No";33190;152;1793;0
14896;"Male";30;1;3;0;"1-2 Year";"Yes";2630;156;37;1
14897;"Male";23;1;8;1;"< 1 Year";"No";21320;152;140;0
14898;"Female";23;1;50;1;"< 1 Year";"No";31696;152;140;0
14899;"Male";48;1;50;0;"1-2 Year";"Yes";37859;124;103;1
14900;"Male";61;1;18;1;"1-2 Year";"No";26713;26;241;0
14901;"Female";55;1;30;1;"1-2 Year";"No";21736;26;100;0
14902;"Female";56;1;20;0;"1-2 Year";"Yes";2630;26;176;0
14903;"Male";40;1;8;0;"1-2 Year";"Yes";32731;124;79;0
14904;"Female";64;1;35;1;"1-2 Year";"No";33765;152;124;0
14905;"Male";21;1;28;1;"1-2 Year";"No";53444;26;202;0
14906;"Male";26;1;36;0;"< 1 Year";"No";2630;152;162;0
14907;"Female";45;1;28;0;"1-2 Year";"Yes";28321;124;351;1
14908;"Male";50;1;28;0;"> 2 Years";"Yes";31260;26;59;1
14909;"Female";58;1;28;0;"1-2 Year";"Yes";2630;26;14;0
14910;"Female";71;1;30;1;"< 1 Year";"No";34534;152;26;0
14911;"Male";56;1;2;0;"1-2 Year";"Yes";28939;25;75;0
14912;"Male";36;1;35;1;"1-2 Year";"No";34680;152;112;0
14913;"Male";67;1;10;1;"1-2 Year";"No";41239;152;89;0
14914;"Female";24;1;23;1;"< 1 Year";"No";40653;152;158;0
14915;"Female";40;1;41;0;"1-2 Year";"Yes";35331;109;264;0
14916;"Male";55;1;29;0;"1-2 Year";"Yes";30399;124;182;1
14917;"Male";67;1;28;0;"> 2 Years";"Yes";32565;124;283;0
14918;"Female";46;1;28;0;"1-2 Year";"Yes";33550;157;162;1
14919;"Female";41;1;46;0;"1-2 Year";"Yes";35142;26;143;0
14920;"Male";51;1;8;0;"> 2 Years";"Yes";29443;124;258;0
14921;"Female";59;1;41;0;"1-2 Year";"Yes";39240;152;105;0
14922;"Male";26;1;50;1;"1-2 Year";"No";30044;124;200;0
14923;"Male";104;1;45;0;"1-2 Year";"Yes";26396;26;244;1
14924;"Female";24;1;33;1;"< 1 Year";"No";31959;152;125;0
14925;"Female";38;1;8;0;"1-2 Year";"Yes";44308;124;213;1
14926;"Male";21;1;15;0;"< 1 Year";"Yes";27317;163;110;1
14927;"Male";23;1;29;1;"< 1 Year";"No";28657;152;258;0
14928;"Male";79;1;28;0;"> 2 Years";"Yes";37556;124;128;0
14929;"Female";25;1;35;1;"< 1 Year";"No";2630;160;158;0
14930;"Male";56;1;45;0;"1-2 Year";"Yes";26986;26;80;1
14931;"Male";23;1;14;0;"< 1 Year";"Yes";31667;152;17;1
14932;"Female";73;1;28;0;"1-2 Year";"Yes";52511;122;87;0
14933;"Female";44;0;36;0;"1-2 Year";"No";28106;124;107;0
14934;"Female";38;1;10;0;"1-2 Year";"Yes";29705;26;224;1
14935;"Female";22;1;35;0;"< 1 Year";"Yes";24767;152;1848;0
14936;"Female";47;1;46;0;"1-2 Year";"Yes";2630;154;250;0
14937;"Female";46;1;31;1;"1-2 Year";"No";2630;148;2048;0
14938;"Male";30;1;6;1;"< 1 Year";"No";2630;152;278;0
14939;"Female";23;1;12;1;"< 1 Year";"No";34161;152;93;0
14940;"Male";49;1;28;0;"1-2 Year";"Yes";36600;26;270;1
14941;"Female";26;1;28;1;"< 1 Year";"No";30021;152;157;0
14942;"Male";23;1;21;0;"< 1 Year";"Yes";34929;152;213;0
14943;"Female";36;1;46;0;"1-2 Year";"Yes";29615;26;281;1
14944;"Female";40;1;28;0;"1-2 Year";"Yes";44500;122;153;1
14945;"Male";63;1;45;0;"1-2 Year";"Yes";2630;160;91;0
14946;"Male";21;1;36;0;"1-2 Year";"Yes";61339;124;98;0
14947;"Female";101;1;4;0;"1-2 Year";"Yes";29436;124;80;1
14948;"Female";26;1;28;0;"< 1 Year";"Yes";48498;152;41;1
14949;"Female";93;1;28;0;"1-2 Year";"Yes";38921;26;184;0
14950;"Female";50;1;28;0;"> 2 Years";"Yes";45376;124;80;0
14951;"Male";39;1;30;1;"1-2 Year";"No";25316;152;284;0
14952;"Female";35;1;28;1;"1-2 Year";"No";27774;26;1482;0
14953;"Male";23;1;33;1;"< 1 Year";"No";23971;152;251;0
14954;"Male";39;1;45;0;"1-2 Year";"Yes";24072;26;169;1
14955;"Male";47;1;8;1;"1-2 Year";"No";30522;26;235;0
14956;"Male";31;1;8;1;"1-2 Year";"No";44350;26;187;0
14957;"Male";59;1;8;0;"1-2 Year";"Yes";2630;124;201;0
14958;"Female";25;1;15;0;"< 1 Year";"Yes";40790;152;279;0
14959;"Male";41;1;9;1;"1-2 Year";"No";29466;152;93;0
14960;"Male";37;1;19;0;"> 2 Years";"Yes";36215;124;241;1
14961;"Male";50;0;28;0;"1-2 Year";"Yes";31564;26;43;1
14962;"Male";40;1;43;1;"1-2 Year";"No";35470;26;73;0
14963;"Female";78;1;28;1;"1-2 Year";"No";45476;122;291;0
14964;"Female";66;1;8;0;"1-2 Year";"Yes";43970;124;127;0
14965;"Female";30;1;28;0;"1-2 Year";"Yes";2630;156;280;1
14966;"Female";24;1;8;1;"< 1 Year";"No";28553;152;110;0
14967;"Male";53;1;8;0;"1-2 Year";"Yes";2630;124;275;1
14968;"Male";43;1;41;0;"1-2 Year";"Yes";46664;12;1424;0
14969;"Female";83;1;30;0;"1-2 Year";"Yes";24547;163;178;1
14970;"Male";50;1;28;1;"1-2 Year";"No";44120;26;786;0
14971;"Male";21;1;36;0;"< 1 Year";"Yes";35089;152;51;1
14972;"Female";24;1;14;1;"< 1 Year";"No";33545;151;101;0
14973;"Male";24;1;40;1;"< 1 Year";"No";18857;152;75;0
14974;"Female";69;1;28;1;"1-2 Year";"No";48623;26;184;0
14975;"Male";44;1;3;1;"1-2 Year";"No";21412;26;25;0
14976;"Female";24;1;13;0;"< 1 Year";"Yes";29442;152;131;0
14977;"Female";23;1;44;1;"< 1 Year";"No";47861;152;241;0
14978;"Male";25;1;18;1;"< 1 Year";"No";33978;152;169;0
14979;"Female";71;1;15;0;"< 1 Year";"Yes";39664;152;143;0
14980;"Male";33;1;43;1;"1-2 Year";"No";30393;124;57;0
14981;"Male";23;1;32;0;"< 1 Year";"Yes";34171;151;2355;0
14982;"Male";27;1;28;0;"< 1 Year";"Yes";94647;124;267;0
14983;"Male";23;1;11;1;"< 1 Year";"No";16607;152;44;0
14984;"Male";41;1;28;0;"1-2 Year";"Yes";55492;124;238;1
14985;"Male";22;1;36;0;"< 1 Year";"Yes";46088;152;34;0
14986;"Female";21;1;28;1;"< 1 Year";"No";2630;156;1309;0
14987;"Female";42;1;31;0;"1-2 Year";"Yes";2630;26;265;1
14988;"Male";39;1;29;0;"1-2 Year";"Yes";36780;124;41;0
14989;"Male";39;1;12;0;"1-2 Year";"Yes";2630;156;105;1
14990;"Male";63;1;28;0;"> 2 Years";"Yes";32024;26;33;1
14991;"Male";47;0;28;0;"1-2 Year";"No";37142;124;38;0
14992;"Female";43;1;28;1;"1-2 Year";"No";47579;26;76;0
14993;"Male";100;1;4;0;"1-2 Year";"Yes";2630;124;102;0
14994;"Male";58;1;48;1;"1-2 Year";"Yes";2630;15;167;0
14995;"Male";32;1;8;1;"< 1 Year";"No";35582;26;290;0
14996;"Female";21;1;41;0;"< 1 Year";"Yes";26743;154;160;0
14997;"Male";35;1;28;0;"1-2 Year";"Yes";50731;26;28;1
14998;"Female";21;1;15;0;"< 1 Year";"Yes";39251;152;52;0
14999;"Female";25;1;14;1;"< 1 Year";"No";24771;152;202;0
15000;"Female";33;1;45;0;"1-2 Year";"Yes";27818;157;137;0
15001;"Male";37;1;28;0;"1-2 Year";"Yes";25155;124;54;0
15002;"Male";40;1;37;1;"1-2 Year";"No";34000;124;275;0
15003;"Female";47;1;28;0;"1-2 Year";"Yes";58518;26;280;0
15004;"Male";25;1;33;1;"< 1 Year";"No";42289;152;19;0
15005;"Male";51;1;32;0;"1-2 Year";"Yes";2630;157;92;1
15006;"Male";102;1;31;0;"1-2 Year";"No";2630;154;27;0
15007;"Female";25;1;47;1;"< 1 Year";"No";39875;26;144;0
15008;"Male";33;1;8;0;"< 1 Year";"Yes";38763;124;39;1
15009;"Male";46;1;28;0;"1-2 Year";"Yes";2630;124;288;1
15010;"Male";77;1;28;0;"1-2 Year";"Yes";47643;26;52;0
15011;"Male";54;1;40;0;"> 2 Years";"Yes";23626;26;75;1
15012;"Female";23;1;46;1;"< 1 Year";"No";28957;26;65;0
15013;"Female";99;1;28;1;"1-2 Year";"No";36022;26;28;0
15014;"Male";57;1;28;0;"> 2 Years";"Yes";2630;125;71;0
15015;"Male";37;0;28;0;"1-2 Year";"No";32620;26;65;0
15016;"Male";52;1;28;0;"1-2 Year";"Yes";44384;23;264;1
15017;"Female";42;1;48;0;"1-2 Year";"Yes";2630;124;50;0
15018;"Male";48;1;8;0;"1-2 Year";"Yes";29284;19;115;0
15019;"Male";69;1;3;1;"1-2 Year";"No";37330;24;298;0
15020;"Male";53;1;29;0;"1-2 Year";"Yes";46181;26;32;1
15021;"Female";55;1;28;0;"1-2 Year";"No";39645;122;109;0
15022;"Female";38;1;15;0;"1-2 Year";"Yes";32183;26;270;1
15023;"Male";35;1;30;1;"1-2 Year";"No";2630;152;49;0
15024;"Male";58;1;45;0;"1-2 Year";"No";28047;124;111;0
